sigma_0.1_tau,sigma_0.1_strain,sigma_0.1_strain_rate,sigma_0.2_tau,sigma_0.2_strain,sigma_0.2_strain_rate
3.52700000e+01,1.51299835e+62,7.29328733e+62,3.52700000e+01,5.49705869e+69,2.64981311e+70
3.52800000e+01,1.58962494e+62,7.66265971e+62,3.52800000e+01,5.77546012e+69,2.78401429e+70
3.52900000e+01,1.67013234e+62,8.05073914e+62,3.52900000e+01,6.06796133e+69,2.92501215e+70
3.53000000e+01,1.75471707e+62,8.45847306e+62,3.53000000e+01,6.37527643e+69,3.07315093e+70
3.53100000e+01,1.84358563e+62,8.88685687e+62,3.53100000e+01,6.69815565e+69,3.22879228e+70
3.53200000e+01,1.93695500e+62,9.33693641e+62,3.53200000e+01,7.03738727e+69,3.39231616e+70
3.53300000e+01,2.03505310e+62,9.80981047e+62,3.53300000e+01,7.39379945e+69,3.56412180e+70
3.53400000e+01,2.13811944e+62,1.03066335e+63,3.53400000e+01,7.76826231e+69,3.74462862e+70
3.53500000e+01,2.24640562e+62,1.08286184e+63,3.53500000e+01,8.16169004e+69,3.93427731e+70
3.53600000e+01,2.36017602e+62,1.13770394e+63,3.53600000e+01,8.57504313e+69,4.13353085e+70
3.53700000e+01,2.47970837e+62,1.19532356e+63,3.53700000e+01,9.00933070e+69,4.34287569e+70
3.53800000e+01,2.60529451e+62,1.25586135e+63,3.53800000e+01,9.46561299e+69,4.56282292e+70
3.53900000e+01,2.73724102e+62,1.31946511e+63,3.53900000e+01,9.94500394e+69,4.79390948e+70
3.54000000e+01,2.87587003e+62,1.38629011e+63,3.54000000e+01,1.04486739e+70,5.03669955e+70
3.54100000e+01,3.02151998e+62,1.45649950e+63,3.54100000e+01,1.09778525e+70,5.29178585e+70
3.54200000e+01,3.17454645e+62,1.53026469e+63,3.54200000e+01,1.15338316e+70,5.55979113e+70
3.54300000e+01,3.33532302e+62,1.60776575e+63,3.54300000e+01,1.21179686e+70,5.84136967e+70
3.54400000e+01,3.50424221e+62,1.68919189e+63,3.54400000e+01,1.27316894e+70,6.13720891e+70
3.54500000e+01,3.68171640e+62,1.77474190e+63,3.54500000e+01,1.33764926e+70,6.44803109e+70
3.54600000e+01,3.86817886e+62,1.86462464e+63,3.54600000e+01,1.40539521e+70,6.77459501e+70
3.54700000e+01,4.06408482e+62,1.95905953e+63,3.54700000e+01,1.47657219e+70,7.11769794e+70
3.54800000e+01,4.26991253e+62,2.05827713e+63,3.54800000e+01,1.55135396e+70,7.47817750e+70
3.54900000e+01,4.48616450e+62,2.16251966e+63,3.54900000e+01,1.62992310e+70,7.85691373e+70
3.55000000e+01,4.71336866e+62,2.27204160e+63,3.55000000e+01,1.71247141e+70,8.25483126e+70
3.55100000e+01,4.95207969e+62,2.38711035e+63,3.55100000e+01,1.79920043e+70,8.67290153e+70
3.55200000e+01,5.20288037e+62,2.50800681e+63,3.55200000e+01,1.89032188e+70,9.11214519e+70
3.55300000e+01,5.46638298e+62,2.63502613e+63,3.55300000e+01,1.98605822e+70,9.57363457e+70
3.55400000e+01,5.74323083e+62,2.76847841e+63,3.55400000e+01,2.08664319e+70,1.00584963e+71
3.55500000e+01,6.03409977e+62,2.90868946e+63,3.55500000e+01,2.19232233e+70,1.05679142e+71
3.55600000e+01,6.33969993e+62,3.05600157e+63,3.55600000e+01,2.30335365e+70,1.11031317e+71
3.55700000e+01,6.66077737e+62,3.21077437e+63,3.55700000e+01,2.42000820e+70,1.16654557e+71
3.55800000e+01,6.99811594e+62,3.37338573e+63,3.55800000e+01,2.54257079e+70,1.22562588e+71
3.55900000e+01,7.35253920e+62,3.54423263e+63,3.55900000e+01,2.67134063e+70,1.28769835e+71
3.56000000e+01,7.72491242e+62,3.72373215e+63,3.56000000e+01,2.80663208e+70,1.35291451e+71
3.56100000e+01,8.11614467e+62,3.91232252e+63,3.56100000e+01,2.94877543e+70,1.42143358e+71
3.56200000e+01,8.52719108e+62,4.11046416e+63,3.56200000e+01,3.09811772e+70,1.49342283e+71
3.56300000e+01,8.95905516e+62,4.31864078e+63,3.56300000e+01,3.25502352e+70,1.56905801e+71
3.56400000e+01,9.41279122e+62,4.53736061e+63,3.56400000e+01,3.41987590e+70,1.64852378e+71
3.56500000e+01,9.88950699e+62,4.76715762e+63,3.56500000e+01,3.59307731e+70,1.73201414e+71
3.56600000e+01,1.03903663e+63,5.00859283e+63,3.56600000e+01,3.77505060e+70,1.81973290e+71
3.56700000e+01,1.09165918e+63,5.26225565e+63,3.56700000e+01,3.96624002e+70,1.91189423e+71
3.56800000e+01,1.14694684e+63,5.52876535e+63,3.56800000e+01,4.16711234e+70,2.00872312e+71
3.56900000e+01,1.20503456e+63,5.80877258e+63,3.56900000e+01,4.37815793e+70,2.11045596e+71
3.57000000e+01,1.26606417e+63,6.10296092e+63,3.57000000e+01,4.59989204e+70,2.21734111e+71
3.57100000e+01,1.33018466e+63,6.41204859e+63,3.57100000e+01,4.83285599e+70,2.32963952e+71
3.57200000e+01,1.39755256e+63,6.73679016e+63,3.57200000e+01,5.07761853e+70,2.44762534e+71
3.57300000e+01,1.46833234e+63,7.07797844e+63,3.57300000e+01,5.33477719e+70,2.57158661e+71
3.57400000e+01,1.54269681e+63,7.43644639e+63,3.57400000e+01,5.60495979e+70,2.70182597e+71
3.57500000e+01,1.62082750e+63,7.81306912e+63,3.57500000e+01,5.88882592e+70,2.83866136e+71
3.57600000e+01,1.70291516e+63,8.20876612e+63,3.57600000e+01,6.18706861e+70,2.98242686e+71
3.57700000e+01,1.78916019e+63,8.62450340e+63,3.57700000e+01,6.50041595e+70,3.13347344e+71
3.57800000e+01,1.87977315e+63,9.06129591e+63,3.57800000e+01,6.82963294e+70,3.29216985e+71
3.57900000e+01,1.97497525e+63,9.52021000e+63,3.57900000e+01,7.17552329e+70,3.45890352e+71
3.58000000e+01,2.07499891e+63,1.00023660e+64,3.58000000e+01,7.53893144e+70,3.63408151e+71
3.58100000e+01,2.18008833e+63,1.05089411e+64,3.58100000e+01,7.92074459e+70,3.81813148e+71
3.58200000e+01,2.29050004e+63,1.10411720e+64,3.58200000e+01,8.32189487e+70,4.01150276e+71
3.58300000e+01,2.40650362e+63,1.16003580e+64,3.58300000e+01,8.74336161e+70,4.21466743e+71
3.58400000e+01,2.52838227e+63,1.21878642e+64,3.58400000e+01,9.18617376e+70,4.42812147e+71
3.58500000e+01,2.65643352e+63,1.28051250e+64,3.58500000e+01,9.65141236e+70,4.65238601e+71
3.58600000e+01,2.79096999e+63,1.34536473e+64,3.58600000e+01,1.01402132e+71,4.88800855e+71
3.58700000e+01,2.93232013e+63,1.41350143e+64,3.58700000e+01,1.06537696e+71,5.13556432e+71
3.58800000e+01,3.08082903e+63,1.48508895e+64,3.58800000e+01,1.11933354e+71,5.39565767e+71
3.58900000e+01,3.23685923e+63,1.56030207e+64,3.58900000e+01,1.17602278e+71,5.66892359e+71
3.59000000e+01,3.40079167e+63,1.63932438e+64,3.59000000e+01,1.23558307e+71,5.95602921e+71
3.59100000e+01,3.57302655e+63,1.72234883e+64,3.59100000e+01,1.29815982e+71,6.25767544e+71
3.59200000e+01,3.75398436e+63,1.80957809e+64,3.59200000e+01,1.36390581e+71,6.57459871e+71
3.59300000e+01,3.94410688e+63,1.90122513e+64,3.59300000e+01,1.43298154e+71,6.90757272e+71
3.59400000e+01,4.14385824e+63,1.99751367e+64,3.59400000e+01,1.50555564e+71,7.25741037e+71
3.59500000e+01,4.35372612e+63,2.09867880e+64,3.59500000e+01,1.58180530e+71,7.62496573e+71
3.59600000e+01,4.57422287e+63,2.20496749e+64,3.59600000e+01,1.66191666e+71,8.01113613e+71
3.59700000e+01,4.80588680e+63,2.31663923e+64,3.59700000e+01,1.74608530e+71,8.41686434e+71
3.59800000e+01,5.04928346e+63,2.43396665e+64,3.59800000e+01,1.83451671e+71,8.84314086e+71
3.59900000e+01,5.30500708e+63,2.55723617e+64,3.59900000e+01,1.92742678e+71,9.29100638e+71
3.60000000e+01,5.57368195e+63,2.68674874e+64,3.60000000e+01,2.02504232e+71,9.76155428e+71
3.60100000e+01,5.85596401e+63,2.82282054e+64,3.60100000e+01,2.12760165e+71,1.02559333e+72
3.60200000e+01,6.15254238e+63,2.96578377e+64,3.60200000e+01,2.23535516e+71,1.07753505e+72
3.60300000e+01,6.46414113e+63,3.11598745e+64,3.60300000e+01,2.34856589e+71,1.13210738e+72
3.60400000e+01,6.79152096e+63,3.27379827e+64,3.60400000e+01,2.46751025e+71,1.18944355e+72
3.60500000e+01,7.13548111e+63,3.43960151e+64,3.60500000e+01,2.59247860e+71,1.24968354e+72
3.60600000e+01,7.49686130e+63,3.61380194e+64,3.60600000e+01,2.72377605e+71,1.31297442e+72
3.60700000e+01,7.87654378e+63,3.79682484e+64,3.60700000e+01,2.86172312e+71,1.37947070e+72
3.60800000e+01,8.27545549e+63,3.98911703e+64,3.60800000e+01,3.00665659e+71,1.44933472e+72
3.60900000e+01,8.69457028e+63,4.19114796e+64,3.60900000e+01,3.15893029e+71,1.52273704e+72
3.61000000e+01,9.13491137e+63,4.40341085e+64,3.61000000e+01,3.31891598e+71,1.59985686e+72
3.61100000e+01,9.59755376e+63,4.62642391e+64,3.61100000e+01,3.48700423e+71,1.68088245e+72
3.61200000e+01,1.00836269e+64,4.86073158e+64,3.61200000e+01,3.66360539e+71,1.76601163e+72
3.61300000e+01,1.05943175e+64,5.10690589e+64,3.61300000e+01,3.84915061e+71,1.85545222e+72
3.61400000e+01,1.11308723e+64,5.36554782e+64,3.61400000e+01,4.04409287e+71,1.94942257e+72
3.61500000e+01,1.16946012e+64,5.63728882e+64,3.61500000e+01,4.24890808e+71,2.04815210e+72
3.61600000e+01,1.22868804e+64,5.92279227e+64,3.61600000e+01,4.46409626e+71,2.15188184e+72
3.61700000e+01,1.29091559e+64,6.22275520e+64,3.61700000e+01,4.69018277e+71,2.26086503e+72
3.61800000e+01,1.35629469e+64,6.53790991e+64,3.61800000e+01,4.92771954e+71,2.37536773e+72
3.61900000e+01,1.42498495e+64,6.86902580e+64,3.61900000e+01,5.17728649e+71,2.49566948e+72
3.62000000e+01,1.49715406e+64,7.21691122e+64,3.62000000e+01,5.43949288e+71,2.62206397e+72
3.62100000e+01,1.57297822e+64,7.58241549e+64,3.62100000e+01,5.71497886e+71,2.75485978e+72
3.62200000e+01,1.65264253e+64,7.96643091e+64,3.62200000e+01,6.00441697e+71,2.89438110e+72
3.62300000e+01,1.73634147e+64,8.36989499e+64,3.62300000e+01,6.30851383e+71,3.04096856e+72
3.62400000e+01,1.82427940e+64,8.79379273e+64,3.62400000e+01,6.62801183e+71,3.19498001e+72
3.62500000e+01,1.91667099e+64,9.23915898e+64,3.62500000e+01,6.96369097e+71,3.35679145e+72
3.62600000e+01,2.01374180e+64,9.70708105e+64,3.62600000e+01,7.31637077e+71,3.52679792e+72
3.62700000e+01,2.11572882e+64,1.01987013e+65,3.62700000e+01,7.68691221e+71,3.70541446e+72
3.62800000e+01,2.22288101e+64,1.07152199e+65,3.62800000e+01,8.07621992e+71,3.89307712e+72
3.62900000e+01,2.33545999e+64,1.12578978e+65,3.62900000e+01,8.48524433e+71,4.09024406e+72
3.63000000e+01,2.45374059e+64,1.18280600e+65,3.63000000e+01,8.91498399e+71,4.29739662e+72
3.63100000e+01,2.57801157e+64,1.24270983e+65,3.63100000e+01,9.36648804e+71,4.51504053e+72
3.63200000e+01,2.70857633e+64,1.30564752e+65,3.63200000e+01,9.84085876e+71,4.74370714e+72
3.63300000e+01,2.84575360e+64,1.37177273e+65,3.63300000e+01,1.03392542e+72,4.98395468e+72
3.63400000e+01,2.98987829e+64,1.44124688e+65,3.63400000e+01,1.08628912e+72,5.23636968e+72
3.63500000e+01,3.14130225e+64,1.51423958e+65,3.63500000e+01,1.14130480e+72,5.50156838e+72
3.63600000e+01,3.30039515e+64,1.59092904e+65,3.63600000e+01,1.19910679e+72,5.78019821e+72
3.63700000e+01,3.46754540e+64,1.67150248e+65,3.63700000e+01,1.25983618e+72,6.07293938e+72
3.63800000e+01,3.64316106e+64,1.75615661e+65,3.63800000e+01,1.32364125e+72,6.38050659e+72
3.63900000e+01,3.82767087e+64,1.84509808e+65,3.63900000e+01,1.39067775e+72,6.70365071e+72
3.64000000e+01,4.02152527e+64,1.93854404e+65,3.64000000e+01,1.46110936e+72,7.04316062e+72
3.64100000e+01,4.22519753e+64,2.03672263e+65,3.64100000e+01,1.53510801e+72,7.39986520e+72
3.64200000e+01,4.43918489e+64,2.13987351e+65,3.64200000e+01,1.61285436e+72,7.77463526e+72
3.64300000e+01,4.66400974e+64,2.24824853e+65,3.64300000e+01,1.69453822e+72,8.16838575e+72
3.64400000e+01,4.90022097e+64,2.36211226e+65,3.64400000e+01,1.78035900e+72,8.58207794e+72
3.64500000e+01,5.14839523e+64,2.48174268e+65,3.64500000e+01,1.87052622e+72,9.01672180e+72
3.64600000e+01,5.40913842e+64,2.60743185e+65,3.64600000e+01,1.96526000e+72,9.47337841e+72
3.64700000e+01,5.68308708e+64,2.73948660e+65,3.64700000e+01,2.06479163e+72,9.95316265e+72
3.64800000e+01,5.97091001e+64,2.87822934e+65,3.64800000e+01,2.16936409e+72,1.04572458e+73
3.64900000e+01,6.27330989e+64,3.02399878e+65,3.64900000e+01,2.27923267e+72,1.09868585e+73
3.65000000e+01,6.59102497e+64,3.17715079e+65,3.65000000e+01,2.39466561e+72,1.15432937e+73
3.65100000e+01,6.92483090e+64,3.33805926e+65,3.65100000e+01,2.51594471e+72,1.21279099e+73
3.65200000e+01,7.27554260e+64,3.50711703e+65,3.65200000e+01,2.64336605e+72,1.27421343e+73
3.65300000e+01,7.64401628e+64,3.68473682e+65,3.65300000e+01,2.77724072e+72,1.33874664e+73
3.65400000e+01,8.03115151e+64,3.87135225e+65,3.65400000e+01,2.91789553e+72,1.40654817e+73
3.65500000e+01,8.43789340e+64,4.06741892e+65,3.65500000e+01,3.06567389e+72,1.47778354e+73
3.65600000e+01,8.86523495e+64,4.27341549e+65,3.65600000e+01,3.22093655e+72,1.55262666e+73
3.65700000e+01,9.31421943e+64,4.48984487e+65,3.65700000e+01,3.38406258e+72,1.63126026e+73
3.65800000e+01,9.78594298e+64,4.71723542e+65,3.65800000e+01,3.55545021e+72,1.71387629e+73
3.65900000e+01,1.02815572e+65,4.95614229e+65,3.65900000e+01,3.73551785e+72,1.80067646e+73
3.66000000e+01,1.08022721e+65,5.20714872e+65,3.66000000e+01,3.92470512e+72,1.89187266e+73
3.66100000e+01,1.13493588e+65,5.47086751e+65,3.66100000e+01,4.12347387e+72,1.98768755e+73
3.66200000e+01,1.19241531e+65,5.74794247e+65,3.66200000e+01,4.33230938e+72,2.08835503e+73
3.66300000e+01,1.25280581e+65,6.03905004e+65,3.66300000e+01,4.55172147e+72,2.19412087e+73
3.66400000e+01,1.31625482e+65,6.34490091e+65,3.66400000e+01,4.78224579e+72,2.30524328e+73
3.66500000e+01,1.38291723e+65,6.66624175e+65,3.66500000e+01,5.02444515e+72,2.42199354e+73
3.66600000e+01,1.45295581e+65,7.00385707e+65,3.66600000e+01,5.27891081e+72,2.54465667e+73
3.66700000e+01,1.52654152e+65,7.35857110e+65,3.66700000e+01,5.54626403e+72,2.67353215e+73
3.66800000e+01,1.60385401e+65,7.73124980e+65,3.66800000e+01,5.82715749e+72,2.80893459e+73
3.66900000e+01,1.68508204e+65,8.12280301e+65,3.66900000e+01,6.12227694e+72,2.95119456e+73
3.67000000e+01,1.77042391e+65,8.53418664e+65,3.67000000e+01,6.43234288e+72,3.10065936e+73
3.67100000e+01,1.86008796e+65,8.96640502e+65,3.67100000e+01,6.75811227e+72,3.25769388e+73
3.67200000e+01,1.95429309e+65,9.42051331e+65,3.67200000e+01,7.10038042e+72,3.42268150e+73
3.67300000e+01,2.05326930e+65,9.89762017e+65,3.67300000e+01,7.45998292e+72,3.59602501e+73
3.67400000e+01,2.15725820e+65,1.03988903e+66,3.67400000e+01,7.83779768e+72,3.77814759e+73
3.67500000e+01,2.26651368e+65,1.09255476e+66,3.67500000e+01,8.23474706e+72,3.96949386e+73
3.67600000e+01,2.38130245e+65,1.14788777e+66,3.67600000e+01,8.65180016e+72,4.17053096e+73
3.67700000e+01,2.50190477e+65,1.20602315e+66,3.67700000e+01,9.08997513e+72,4.38174970e+73
3.67800000e+01,2.62861505e+65,1.26710283e+66,3.67800000e+01,9.55034170e+72,4.60366571e+73
3.67900000e+01,2.76174264e+65,1.33127592e+66,3.67900000e+01,1.00340238e+73,4.83682079e+73
3.68000000e+01,2.90161255e+65,1.39869909e+66,3.68000000e+01,1.05422022e+73,5.08178412e+73
3.68100000e+01,3.04856625e+65,1.46953694e+66,3.68100000e+01,1.10761176e+73,5.33915375e+73
3.68200000e+01,3.20296249e+65,1.54396241e+66,3.68200000e+01,1.16370734e+73,5.60955800e+73
3.68300000e+01,3.36517821e+65,1.62215720e+66,3.68300000e+01,1.22264391e+73,5.89365701e+73
3.68400000e+01,3.53560943e+65,1.70431220e+66,3.68400000e+01,1.28456535e+73,6.19214437e+73
3.68500000e+01,3.71467223e+65,1.79062799e+66,3.68500000e+01,1.34962284e+73,6.50574878e+73
3.68600000e+01,3.90280375e+65,1.88131529e+66,3.68600000e+01,1.41797520e+73,6.83523585e+73
3.68700000e+01,4.10046330e+65,1.97659549e+66,3.68700000e+01,1.48978930e+73,7.18140997e+73
3.68800000e+01,4.30813342e+65,2.07670121e+66,3.68800000e+01,1.56524046e+73,7.54511625e+73
3.68900000e+01,4.52632111e+65,2.18187683e+66,3.68900000e+01,1.64451289e+73,7.92724263e+73
3.69000000e+01,4.75555902e+65,2.29237913e+66,3.69000000e+01,1.72780011e+73,8.32872200e+73
3.69100000e+01,4.99640681e+65,2.40847788e+66,3.69100000e+01,1.81530545e+73,8.75053451e+73
3.69200000e+01,5.24945246e+65,2.53045651e+66,3.69200000e+01,1.90724255e+73,9.19370993e+73
3.69300000e+01,5.51531374e+65,2.65861281e+66,3.69300000e+01,2.00383585e+73,9.65933021e+73
3.69400000e+01,5.79463970e+65,2.79325965e+66,3.69400000e+01,2.10532117e+73,1.01485321e+74
3.69500000e+01,6.08811228e+65,2.93472576e+66,3.69500000e+01,2.21194627e+73,1.06625098e+74
3.69600000e+01,6.39644793e+65,3.08335649e+66,3.69600000e+01,2.32397145e+73,1.12025182e+74
3.69700000e+01,6.72039940e+65,3.23951470e+66,3.69700000e+01,2.44167021e+73,1.17698757e+74
3.69800000e+01,7.06075756e+65,3.40358162e+66,3.69800000e+01,2.56532988e+73,1.23659672e+74
3.69900000e+01,7.41835334e+65,3.57595780e+66,3.69900000e+01,2.69525236e+73,1.29922481e+74
3.70000000e+01,7.79405975e+65,3.75706407e+66,3.70000000e+01,2.83175484e+73,1.36502474e+74
3.70100000e+01,8.18879400e+65,3.94734255e+66,3.70100000e+01,2.97517055e+73,1.43415713e+74
3.70200000e+01,8.60351978e+65,4.14725779e+66,3.70200000e+01,3.12584963e+73,1.50679077e+74
3.70300000e+01,9.03924957e+65,4.35729785e+66,3.70300000e+01,3.28415992e+73,1.58310298e+74
3.70400000e+01,9.49704712e+65,4.57797549e+66,3.70400000e+01,3.45048793e+73,1.66328007e+74
3.70500000e+01,9.97803006e+65,4.80982946e+66,3.70500000e+01,3.62523971e+73,1.74751776e+74
3.70600000e+01,1.04833726e+66,5.05342581e+66,3.70600000e+01,3.80884188e+73,1.83602172e+74
3.70700000e+01,1.10143086e+66,5.30935921e+66,3.70700000e+01,4.00174268e+73,1.92900800e+74
3.70800000e+01,1.15721340e+66,5.57825450e+66,3.70800000e+01,4.20441304e+73,2.02670363e+74
3.70900000e+01,1.21582108e+66,5.86076814e+66,3.70900000e+01,4.41734775e+73,2.12934710e+74
3.71000000e+01,1.27739698e+66,6.15758982e+66,3.71000000e+01,4.64106665e+73,2.23718900e+74
3.71100000e+01,1.34209142e+66,6.46944420e+66,3.71100000e+01,4.87611591e+73,2.35049262e+74
3.71200000e+01,1.41006235e+66,6.79709260e+66,3.71200000e+01,5.12306937e+73,2.46953455e+74
3.71300000e+01,1.48147570e+66,7.14133493e+66,3.71300000e+01,5.38252991e+73,2.59460543e+74
3.71400000e+01,1.55650581e+66,7.50301160e+66,3.71400000e+01,5.65513097e+73,2.72601058e+74
3.71500000e+01,1.63533587e+66,7.88300556e+66,3.71500000e+01,5.94153805e+73,2.86407082e+74
3.71600000e+01,1.71815832e+66,8.28224453e+66,3.71600000e+01,6.24245037e+73,3.00912320e+74
3.71700000e+01,1.80517535e+66,8.70170316e+66,3.71700000e+01,6.55860256e+73,3.16152183e+74
3.71800000e+01,1.89659940e+66,9.14240549e+66,3.71800000e+01,6.89076643e+73,3.32163876e+74
3.71900000e+01,1.99265368e+66,9.60542743e+66,3.71900000e+01,7.23975292e+73,3.48986490e+74
3.72000000e+01,2.09357267e+66,1.00918993e+67,3.72000000e+01,7.60641402e+73,3.66661095e+74
3.72100000e+01,2.19960276e+66,1.06030089e+67,3.72100000e+01,7.99164486e+73,3.85230839e+74
3.72200000e+01,2.31100280e+66,1.11400039e+67,3.72200000e+01,8.39638591e+73,4.04741057e+74
3.72300000e+01,2.42804475e+66,1.17041952e+67,3.72300000e+01,8.82162529e+73,4.25239381e+74
3.72400000e+01,2.55101435e+66,1.22969603e+67,3.72400000e+01,9.26840115e+73,4.46775853e+74
3.72500000e+01,2.68021182e+66,1.29197464e+67,3.72500000e+01,9.73780420e+73,4.69403051e+74
3.72600000e+01,2.81595255e+66,1.35740737e+67,3.72600000e+01,1.02309804e+74,4.93176215e+74
3.72700000e+01,2.95856795e+66,1.42615398e+67,3.72700000e+01,1.07491338e+74,5.18153384e+74
3.72800000e+01,3.10840618e+66,1.49838230e+67,3.72800000e+01,1.12935293e+74,5.44395535e+74
3.72900000e+01,3.26583305e+66,1.57426866e+67,3.72900000e+01,1.18654961e+74,5.71966733e+74
3.73000000e+01,3.43123288e+66,1.65399832e+67,3.73000000e+01,1.24664304e+74,6.00934289e+74
3.73100000e+01,3.60500947e+66,1.73776594e+67,3.73100000e+01,1.30977993e+74,6.31368922e+74
3.73200000e+01,3.78758708e+66,1.82577601e+67,3.73200000e+01,1.37611442e+74,6.63344933e+74
3.73300000e+01,3.97941141e+66,1.91824340e+67,3.73300000e+01,1.44580846e+74,6.96940387e+74
3.73400000e+01,4.18095080e+66,2.01539384e+67,3.73400000e+01,1.51903219e+74,7.32237299e+74
3.73500000e+01,4.39269725e+66,2.11746452e+67,3.73500000e+01,1.59596437e+74,7.69321842e+74
3.73600000e+01,4.61516771e+66,2.22470463e+67,3.73600000e+01,1.67679283e+74,8.08284551e+74
3.73700000e+01,4.84890531e+66,2.33737596e+67,3.73700000e+01,1.76171488e+74,8.49220548e+74
3.73800000e+01,5.09448067e+66,2.45575360e+67,3.73800000e+01,1.85093786e+74,8.92229769e+74
3.73900000e+01,5.35249332e+66,2.58012653e+67,3.73900000e+01,1.94467958e+74,9.37417215e+74
3.74000000e+01,5.62357316e+66,2.71079840e+67,3.74000000e+01,2.04316890e+74,9.84893203e+74
3.74100000e+01,5.90838198e+66,2.84808821e+67,3.74100000e+01,2.14664627e+74,1.03477364e+75
3.74200000e+01,6.20761510e+66,2.99233113e+67,3.74200000e+01,2.25536430e+74,1.08718029e+75
3.74300000e+01,6.52200303e+66,3.14387932e+67,3.74300000e+01,2.36958841e+74,1.14224111e+75
3.74400000e+01,6.85231330e+66,3.30310274e+67,3.74400000e+01,2.48959746e+74,1.20009051e+75
3.74500000e+01,7.19935231e+66,3.47039011e+67,3.74500000e+01,2.61568443e+74,1.26086973e+75
3.74600000e+01,7.56396730e+66,3.64614985e+67,3.74600000e+01,2.74815714e+74,1.32472714e+75
3.74700000e+01,7.94704840e+66,3.83081102e+67,3.74700000e+01,2.88733901e+74,1.39181864e+75
3.74800000e+01,8.34953085e+66,4.02482446e+67,3.74800000e+01,3.03356981e+74,1.46230803e+75
3.74900000e+01,8.77239723e+66,4.22866381e+67,3.74900000e+01,3.18720655e+74,1.53636739e+75
3.75000000e+01,9.21667990e+66,4.44282672e+67,3.75000000e+01,3.34862430e+74,1.61417752e+75
3.75100000e+01,9.68346350e+66,4.66783601e+67,3.75100000e+01,3.51821714e+74,1.69592839e+75
3.75200000e+01,1.01738876e+67,4.90424102e+67,3.75200000e+01,3.69639910e+74,1.78181958e+75
3.75300000e+01,1.06891495e+67,5.15261889e+67,3.75300000e+01,3.88360517e+74,1.87206077e+75
3.75400000e+01,1.12305071e+67,5.41357598e+67,3.75400000e+01,4.08029240e+74,1.96687227e+75
3.75500000e+01,1.17992820e+67,5.68774938e+67,3.75500000e+01,4.28694096e+74,2.06648555e+75
3.75600000e+01,1.23968629e+67,5.97580844e+67,3.75600000e+01,4.50405534e+74,2.17114380e+75
3.75700000e+01,1.30247085e+67,6.27845641e+67,3.75700000e+01,4.73216559e+74,2.28110251e+75
3.75800000e+01,1.36843517e+67,6.59643213e+67,3.75800000e+01,4.97182860e+74,2.39663015e+75
3.75900000e+01,1.43774029e+67,6.93051191e+67,3.75900000e+01,5.22362948e+74,2.51800875e+75
3.76000000e+01,1.51055540e+67,7.28151133e+67,3.76000000e+01,5.48818294e+74,2.64553462e+75
3.76100000e+01,1.58705828e+67,7.65028730e+67,3.76100000e+01,5.76613485e+74,2.77951912e+75
3.76200000e+01,1.66743568e+67,8.03774012e+67,3.76200000e+01,6.05816378e+74,2.92028932e+75
3.76300000e+01,1.75188384e+67,8.44481570e+67,3.76300000e+01,6.36498267e+74,3.06818891e+75
3.76400000e+01,1.84060891e+67,8.87250783e+67,3.76400000e+01,6.68734057e+74,3.22357895e+75
3.76500000e+01,1.93382752e+67,9.32186066e+67,3.76500000e+01,7.02602445e+74,3.38683880e+75
3.76600000e+01,2.03176723e+67,9.79397119e+67,3.76600000e+01,7.38186115e+74,3.55836704e+75
3.76700000e+01,2.13466715e+67,1.02899920e+68,3.76700000e+01,7.75571939e+74,3.73858241e+75
3.76800000e+01,2.24277849e+67,1.08111341e+68,3.76800000e+01,8.14851188e+74,3.92792488e+75
3.76900000e+01,2.35636519e+67,1.13586696e+68,3.76900000e+01,8.56119755e+74,4.12685670e+75
3.77000000e+01,2.47570454e+67,1.19339354e+68,3.77000000e+01,8.99478391e+74,4.33586353e+75
3.77100000e+01,2.60108790e+67,1.25383359e+68,3.77100000e+01,9.45032947e+74,4.55545562e+75
3.77200000e+01,2.73282137e+67,1.31733465e+68,3.77200000e+01,9.92894637e+74,4.78616906e+75
3.77300000e+01,2.87122654e+67,1.38405176e+68,3.77300000e+01,1.04318031e+75,5.02856711e+75
3.77400000e+01,3.01664132e+67,1.45414779e+68,3.77400000e+01,1.09601272e+75,5.28324154e+75
3.77500000e+01,3.16942071e+67,1.52779386e+68,3.77500000e+01,1.15152086e+75,5.55081409e+75
3.77600000e+01,3.32993769e+67,1.60516979e+68,3.77600000e+01,1.20984024e+75,5.83193799e+75
3.77700000e+01,3.49858413e+67,1.68646446e+68,3.77700000e+01,1.27111324e+75,6.12729955e+75
3.77800000e+01,3.67577177e+67,1.77187634e+68,3.77800000e+01,1.33548944e+75,6.43761986e+75
3.77900000e+01,3.86193316e+67,1.86161395e+68,3.77900000e+01,1.40312600e+75,6.76365651e+75
3.78000000e+01,4.05752280e+67,1.95589636e+68,3.78000000e+01,1.47418806e+75,7.10620545e+75
3.78100000e+01,4.26301817e+67,2.05495376e+68,3.78100000e+01,1.54884909e+75,7.46610296e+75
3.78200000e+01,4.47892097e+67,2.15902798e+68,3.78200000e+01,1.62729136e+75,7.84422767e+75
3.78300000e+01,4.70575828e+67,2.26837308e+68,3.78300000e+01,1.70970639e+75,8.24150271e+75
