sigma_0.001148105625717566_tau,sigma_0.001148105625717566_strain,sigma_0.001148105625717566_strain_rate,sigma_0.2_tau,sigma_0.2_strain,sigma_0.2_strain_rate
1.28500000e+00,1.02752126e+00,2.17889378e-02,1.28500000e+00,7.59440003e+38,5.12986255e+40
1.29000000e+00,1.02763023e+00,2.17935601e-02,1.29000000e+00,1.14673964e+39,7.74599271e+40
1.29500000e+00,1.02773922e+00,2.17981840e-02,1.29500000e+00,1.73155456e+39,1.16962984e+41
1.30000000e+00,1.02784823e+00,2.18028093e-02,1.30000000e+00,2.61461371e+39,1.76611831e+41
1.30500000e+00,1.02795727e+00,2.18074360e-02,1.30500000e+00,3.94801587e+39,2.66680431e+41
1.31000000e+00,1.02806633e+00,2.18120643e-02,1.31000000e+00,5.96142720e+39,4.02682266e+41
1.31500000e+00,1.02817541e+00,2.18166940e-02,1.31500000e+00,9.00163916e+39,6.08042392e+41
1.32000000e+00,1.02828452e+00,2.18213252e-02,1.32000000e+00,1.35923001e+40,9.18132189e+41
1.32500000e+00,1.02839365e+00,2.18259579e-02,1.32500000e+00,2.05241089e+40,1.38636175e+42
1.33000000e+00,1.02850280e+00,2.18305920e-02,1.33000000e+00,3.09910053e+40,2.09337929e+42
1.33500000e+00,1.02861198e+00,2.18352276e-02,1.33500000e+00,4.67958155e+40,3.16096203e+42
1.34000000e+00,1.02872118e+00,2.18398647e-02,1.34000000e+00,7.06607715e+40,4.77299120e+42
1.34500000e+00,1.02883040e+00,2.18445033e-02,1.34500000e+00,1.06696391e+41,7.20712391e+42
1.35000000e+00,1.02893965e+00,2.18491434e-02,1.35000000e+00,1.61109476e+41,1.08826170e+43
1.35500000e+00,1.02904892e+00,2.18537849e-02,1.35500000e+00,2.43272176e+41,1.64325400e+43
1.36000000e+00,1.02915821e+00,2.18584279e-02,1.36000000e+00,3.67336256e+41,2.48128160e+43
1.36500000e+00,1.02926752e+00,2.18630724e-02,1.36500000e+00,5.54670604e+41,3.74668696e+43
1.37000000e+00,1.02937686e+00,2.18677184e-02,1.37000000e+00,8.37541828e+41,5.65742447e+43
1.37500000e+00,1.02948622e+00,2.18723658e-02,1.37500000e+00,1.26467187e+42,8.54260094e+43
1.38000000e+00,1.02959561e+00,2.18770148e-02,1.38000000e+00,1.90962994e+42,1.28991613e+44
1.38500000e+00,1.02970502e+00,2.18816652e-02,1.38500000e+00,2.88350408e+42,1.94774828e+44
1.39000000e+00,1.02981445e+00,2.18863171e-02,1.39000000e+00,4.35403510e+42,2.94106203e+44
1.39500000e+00,1.02992390e+00,2.18909705e-02,1.39500000e+00,6.57450834e+42,4.44094648e+44
1.40000000e+00,1.03003338e+00,2.18956253e-02,1.40000000e+00,9.92737976e+42,6.70574284e+44
1.40500000e+00,1.03014288e+00,2.19002817e-02,1.40500000e+00,1.49901504e+43,1.01255413e+45
1.41000000e+00,1.03025241e+00,2.19049395e-02,1.41000000e+00,2.26348357e+43,1.52893705e+45
1.41500000e+00,1.03036196e+00,2.19095988e-02,1.41500000e+00,3.41781617e+43,2.30866522e+45
1.42000000e+00,1.03047153e+00,2.19142597e-02,1.42000000e+00,5.16083597e+43,3.48603959e+45
1.42500000e+00,1.03058112e+00,2.19189220e-02,1.42500000e+00,7.79276197e+43,5.26385200e+45
1.43000000e+00,1.03069074e+00,2.19235857e-02,1.43000000e+00,1.17669191e+44,7.94831417e+45
1.43500000e+00,1.03080038e+00,2.19282510e-02,1.43500000e+00,1.77678190e+44,1.20017998e+46
1.44000000e+00,1.03091004e+00,2.19329178e-02,1.44000000e+00,2.68290612e+44,1.81224844e+46
1.44500000e+00,1.03101973e+00,2.19375860e-02,1.44500000e+00,4.05113607e+44,2.73645991e+46
1.45000000e+00,1.03112944e+00,2.19422558e-02,1.45000000e+00,6.11713670e+44,4.13200126e+46
1.45500000e+00,1.03123918e+00,2.19469270e-02,1.45500000e+00,9.23675748e+44,6.23924156e+46
1.46000000e+00,1.03134894e+00,2.19515997e-02,1.46000000e+00,1.39473242e+45,9.42113344e+46
1.46500000e+00,1.03145872e+00,2.19562739e-02,1.46500000e+00,2.10601884e+45,1.42257283e+47
1.47000000e+00,1.03156852e+00,2.19609496e-02,1.47000000e+00,3.18004749e+45,2.14805732e+47
1.47500000e+00,1.03167835e+00,2.19656268e-02,1.47500000e+00,4.80180988e+45,3.24352478e+47
1.48000000e+00,1.03178820e+00,2.19703055e-02,1.48000000e+00,7.25063956e+45,4.89765935e+47
1.48500000e+00,1.03189808e+00,2.19749857e-02,1.48500000e+00,1.09483248e+46,7.39537039e+47
1.49000000e+00,1.03200798e+00,2.19796674e-02,1.49000000e+00,1.65317575e+46,1.11668655e+48
1.49500000e+00,1.03211790e+00,2.19843506e-02,1.49500000e+00,2.49626324e+46,1.68617498e+48
1.50000000e+00,1.03222784e+00,2.19890352e-02,1.50000000e+00,3.76930896e+46,2.54609143e+48
1.50500000e+00,1.03233781e+00,2.19937214e-02,1.50500000e+00,5.69158323e+46,3.84454856e+48
1.51000000e+00,1.03244780e+00,2.19984091e-02,1.51000000e+00,8.59418002e+46,5.80519357e+48
1.51500000e+00,1.03255782e+00,2.20030982e-02,1.51500000e+00,1.29770447e+47,8.76572942e+48
1.52000000e+00,1.03266786e+00,2.20077889e-02,1.52000000e+00,1.95950852e+47,1.32360810e+49
1.52500000e+00,1.03277792e+00,2.20124811e-02,1.52500000e+00,2.95881977e+47,1.99862249e+49
1.53000000e+00,1.03288801e+00,2.20171747e-02,1.53000000e+00,4.46776032e+47,3.01788110e+49
1.53500000e+00,1.03299812e+00,2.20218699e-02,1.53500000e+00,6.74623121e+47,4.55694179e+49
1.54000000e+00,1.03310825e+00,2.20265665e-02,1.54000000e+00,1.01866780e+48,6.88089350e+49
1.54500000e+00,1.03321840e+00,2.20312647e-02,1.54500000e+00,1.53816857e+48,1.03900154e+50
1.55000000e+00,1.03332858e+00,2.20359644e-02,1.55000000e+00,2.32260463e+48,1.56887212e+50
1.55500000e+00,1.03343879e+00,2.20406655e-02,1.55500000e+00,3.50708783e+48,2.36896640e+50
1.56000000e+00,1.03354901e+00,2.20453682e-02,1.56000000e+00,5.29563443e+48,3.57709320e+50
1.56500000e+00,1.03365926e+00,2.20500723e-02,1.56500000e+00,7.99630502e+48,5.40134118e+50
1.57000000e+00,1.03376954e+00,2.20547780e-02,1.57000000e+00,1.20742651e+49,8.15592017e+50
1.57500000e+00,1.03387984e+00,2.20594852e-02,1.57500000e+00,1.82319055e+49,1.23152809e+51
1.58000000e+00,1.03399016e+00,2.20641939e-02,1.58000000e+00,2.75298229e+49,1.85958347e+51
1.58500000e+00,1.03410050e+00,2.20689040e-02,1.58500000e+00,4.15694973e+49,2.80793488e+51
1.59000000e+00,1.03421087e+00,2.20736157e-02,1.59000000e+00,6.27691326e+49,4.23992707e+51
1.59500000e+00,1.03432126e+00,2.20783289e-02,1.59500000e+00,9.47801697e+49,6.40220743e+51
1.60000000e+00,1.03443168e+00,2.20830436e-02,1.60000000e+00,1.43116213e+50,9.66720874e+51
1.60500000e+00,1.03454212e+00,2.20877598e-02,1.60500000e+00,2.16102700e+50,1.45972972e+52
1.61000000e+00,1.03465258e+00,2.20924775e-02,1.61000000e+00,3.26310875e+50,2.20416350e+52
1.61500000e+00,1.03476306e+00,2.20971967e-02,1.61500000e+00,4.92723076e+50,3.32824403e+52
1.62000000e+00,1.03487357e+00,2.21019175e-02,1.62000000e+00,7.44002264e+50,5.02558377e+52
1.62500000e+00,1.03498411e+00,2.21066397e-02,1.62500000e+00,1.12342895e+51,7.58853378e+52
1.63000000e+00,1.03509466e+00,2.21113634e-02,1.63000000e+00,1.69635588e+51,1.14585385e+53
1.63500000e+00,1.03520524e+00,2.21160887e-02,1.63500000e+00,2.56146439e+51,1.73021703e+53
1.64000000e+00,1.03531585e+00,2.21208154e-02,1.64000000e+00,3.86776142e+51,2.61259407e+53
1.64500000e+00,1.03542648e+00,2.21255437e-02,1.64500000e+00,5.84024455e+51,3.94496625e+53
1.65000000e+00,1.03553713e+00,2.21302735e-02,1.65000000e+00,8.81865571e+51,5.95682233e+53
1.65500000e+00,1.03564780e+00,2.21350048e-02,1.65500000e+00,1.33159987e+52,8.99468589e+53
1.66000000e+00,1.03575850e+00,2.21397376e-02,1.66000000e+00,2.01068991e+52,1.35818008e+54
1.66500000e+00,1.03586922e+00,2.21444719e-02,1.66500000e+00,3.03610266e+52,2.05082551e+54
1.67000000e+00,1.03597997e+00,2.21492077e-02,1.67000000e+00,4.58445599e+52,3.09670665e+54
1.67500000e+00,1.03609074e+00,2.21539450e-02,1.67500000e+00,6.92243940e+52,4.67596683e+54
1.68000000e+00,1.03620153e+00,2.21586838e-02,1.68000000e+00,1.04527489e+53,7.06061900e+54
1.68500000e+00,1.03631235e+00,2.21634242e-02,1.68500000e+00,1.57834476e+53,1.06613974e+55
1.69000000e+00,1.03642319e+00,2.21681660e-02,1.69000000e+00,2.38326990e+53,1.60985028e+55
1.69500000e+00,1.03653405e+00,2.21729094e-02,1.69500000e+00,3.59869121e+53,2.43084262e+55
1.70000000e+00,1.03664494e+00,2.21776543e-02,1.70000000e+00,5.43395375e+53,3.67052509e+55
1.70500000e+00,1.03675586e+00,2.21824007e-02,1.70500000e+00,8.20516451e+53,5.54242152e+55
1.71000000e+00,1.03686679e+00,2.21871486e-02,1.71000000e+00,1.23896389e+54,8.36894873e+55
1.71500000e+00,1.03697775e+00,2.21918980e-02,1.71500000e+00,1.87081138e+54,1.26369499e+56
1.72000000e+00,1.03708873e+00,2.21966489e-02,1.72000000e+00,2.82488881e+54,1.90815486e+56
1.72500000e+00,1.03719974e+00,2.22014014e-02,1.72500000e+00,4.26552718e+54,2.88127673e+56
1.73000000e+00,1.03731077e+00,2.22061553e-02,1.73000000e+00,6.44086310e+54,4.35067185e+56
1.73500000e+00,1.03742183e+00,2.22109108e-02,1.73500000e+00,9.72557805e+54,6.56942989e+56
1.74000000e+00,1.03753290e+00,2.22156677e-02,1.74000000e+00,1.46854338e+55,9.91971141e+56
1.74500000e+00,1.03764401e+00,2.22204262e-02,1.74500000e+00,2.21747194e+55,1.49785714e+57
1.75000000e+00,1.03775513e+00,2.22251862e-02,1.75000000e+00,3.34833952e+55,2.26173515e+57
1.75500000e+00,1.03786628e+00,2.22299477e-02,1.75500000e+00,5.05592757e+55,3.41517610e+57
1.76000000e+00,1.03797746e+00,2.22347107e-02,1.76000000e+00,7.63435232e+55,5.15684951e+57
1.76500000e+00,1.03808865e+00,2.22394752e-02,1.76500000e+00,1.15277236e+56,7.78674249e+57
1.77000000e+00,1.03819987e+00,2.22442413e-02,1.77000000e+00,1.74066384e+56,1.17578298e+58
1.77500000e+00,1.03831112e+00,2.22490088e-02,1.77500000e+00,2.62836856e+56,1.77540943e+58
1.78000000e+00,1.03842239e+00,2.22537778e-02,1.78000000e+00,3.96878542e+56,2.68083372e+58
1.78500000e+00,1.03853368e+00,2.22585484e-02,1.78500000e+00,5.99278882e+56,4.04800680e+58
1.79000000e+00,1.03864500e+00,2.22633205e-02,1.79000000e+00,9.04899460e+56,6.11241155e+58
1.79500000e+00,1.03875634e+00,2.22680940e-02,1.79500000e+00,1.36638059e+57,9.22962260e+58
1.80000000e+00,1.03886770e+00,2.22728691e-02,1.80000000e+00,2.06320812e+57,1.39365507e+59
1.80500000e+00,1.03897909e+00,2.22776457e-02,1.80500000e+00,3.11540415e+57,2.10439205e+59
1.81000000e+00,1.03909050e+00,2.22824238e-02,1.81000000e+00,4.70419969e+57,3.17759108e+59
1.81500000e+00,1.03920194e+00,2.22872033e-02,1.81500000e+00,7.10325007e+57,4.79810075e+59
1.82000000e+00,1.03931340e+00,2.22919844e-02,1.82000000e+00,1.07257695e+58,7.24503884e+59
1.82500000e+00,1.03942488e+00,2.22967670e-02,1.82500000e+00,1.61957034e+58,1.09398678e+60
1.83000000e+00,1.03953639e+00,2.23015511e-02,1.83000000e+00,2.44551972e+58,1.65189876e+60
1.83500000e+00,1.03964792e+00,2.23063367e-02,1.83500000e+00,3.69268723e+58,2.49433501e+60
1.84000000e+00,1.03975948e+00,2.23111238e-02,1.84000000e+00,5.57588591e+58,3.76639737e+60
1.84500000e+00,1.03987106e+00,2.23159124e-02,1.84500000e+00,8.41947931e+58,5.68718680e+60
1.85000000e+00,1.03998266e+00,2.23207025e-02,1.85000000e+00,1.27132501e+59,8.58754149e+60
1.85500000e+00,1.04009429e+00,2.23254941e-02,1.85500000e+00,1.91967604e+59,1.29670207e+61
1.86000000e+00,1.04020594e+00,2.23302871e-02,1.86000000e+00,2.89867350e+59,1.95799491e+61
1.86500000e+00,1.04031761e+00,2.23350817e-02,1.86500000e+00,4.37694062e+59,2.95653424e+61
1.87000000e+00,1.04042931e+00,2.23398778e-02,1.87000000e+00,6.60909523e+59,4.46430922e+61
1.87500000e+00,1.04054104e+00,2.23446753e-02,1.87500000e+00,9.97960529e+59,6.74102012e+61
1.88000000e+00,1.04065278e+00,2.23494743e-02,1.88000000e+00,1.50690099e+60,1.01788093e+62
1.88500000e+00,1.04076456e+00,2.23542749e-02,1.88500000e+00,2.27539120e+60,1.53698042e+62
1.89000000e+00,1.04087635e+00,2.23590769e-02,1.89000000e+00,3.43579647e+60,2.32081054e+62
1.89500000e+00,1.04098817e+00,2.23638803e-02,1.89500000e+00,5.18798587e+60,3.50437880e+62
1.90000000e+00,1.04110001e+00,2.23686853e-02,1.90000000e+00,7.83375779e+60,5.29154384e+62
1.90500000e+00,1.04121188e+00,2.23734917e-02,1.90500000e+00,1.18288220e+61,7.99012832e+62
1.91000000e+00,1.04132377e+00,2.23782996e-02,1.91000000e+00,1.78612912e+61,1.20649384e+63
1.91500000e+00,1.04143569e+00,2.23831090e-02,1.91500000e+00,2.69702024e+61,1.82178224e+63
1.92000000e+00,1.04154763e+00,2.23879199e-02,1.92000000e+00,4.07244812e+61,2.75085576e+63
1.92500000e+00,1.04165959e+00,2.23927322e-02,1.92500000e+00,6.14931747e+61,4.15373871e+63
1.93000000e+00,1.04177158e+00,2.23975460e-02,1.93000000e+00,9.28534982e+61,6.27206469e+63
1.93500000e+00,1.04188359e+00,2.24023612e-02,1.93500000e+00,1.40206977e+62,9.47069573e+63
1.94000000e+00,1.04199563e+00,2.24071779e-02,1.94000000e+00,2.11709809e+62,1.43005664e+64
1.94500000e+00,1.04210769e+00,2.24119961e-02,1.94500000e+00,3.19677695e+62,2.15935772e+64
1.95000000e+00,1.04221977e+00,2.24168157e-02,1.95000000e+00,4.82707104e+62,3.26058818e+64
1.95500000e+00,1.04233188e+00,2.24216367e-02,1.95500000e+00,7.28878341e+62,4.92342475e+64
1.96000000e+00,1.04244401e+00,2.24264592e-02,1.96000000e+00,1.10059212e+63,7.43427564e+64
1.96500000e+00,1.04255617e+00,2.24312832e-02,1.96500000e+00,1.66187271e+63,1.12256117e+65
1.97000000e+00,1.04266835e+00,2.24361086e-02,1.97000000e+00,2.50939547e+63,1.69504554e+65
1.97500000e+00,1.04278055e+00,2.24409354e-02,1.97500000e+00,3.78913837e+63,2.55948580e+65
1.98000000e+00,1.04289278e+00,2.24457636e-02,1.98000000e+00,5.72152527e+63,3.86477379e+65
1.98500000e+00,1.04300504e+00,2.24505933e-02,1.98500000e+00,8.63939191e+63,5.83573328e+65
1.99000000e+00,1.04311731e+00,2.24554243e-02,1.99000000e+00,1.30453138e+64,8.81184379e+65
1.99500000e+00,1.04322961e+00,2.24602568e-02,1.99500000e+00,1.96981702e+64,1.33057128e+66
2.00000000e+00,1.04334194e+00,2.24650907e-02,2.00000000e+00,2.97438540e+64,2.00913676e+66
2.00500000e+00,1.04345429e+00,2.24699260e-02,2.00500000e+00,4.49126412e+64,3.03375744e+66
2.01000000e+00,1.04356666e+00,2.24747627e-02,2.01000000e+00,6.78172150e+64,4.58091475e+66
2.01500000e+00,1.04367906e+00,2.24796008e-02,2.01500000e+00,1.02402676e+65,6.91709220e+66
2.02000000e+00,1.04379148e+00,2.24844403e-02,2.02000000e+00,1.54626050e+65,1.04446747e+67
2.02500000e+00,1.04390393e+00,2.24892812e-02,2.02500000e+00,2.33482328e+65,1.57712558e+67
2.03000000e+00,1.04401640e+00,2.24941234e-02,2.03000000e+00,3.52553776e+65,2.38142896e+67
2.03500000e+00,1.04412889e+00,2.24989670e-02,2.03500000e+00,5.32349347e+65,3.59591142e+67
2.04000000e+00,1.04424141e+00,2.25038120e-02,2.04000000e+00,8.03837164e+65,5.42975633e+67
2.04500000e+00,1.04435396e+00,2.25086583e-02,2.04500000e+00,1.21377849e+66,8.19882648e+67
2.05000000e+00,1.04446652e+00,2.25135060e-02,2.05000000e+00,1.83278192e+66,1.23800686e+68
2.05500000e+00,1.04457912e+00,2.25183550e-02,2.05500000e+00,2.76746506e+66,1.86936628e+68
2.06000000e+00,1.04469173e+00,2.25232054e-02,2.06000000e+00,4.17881843e+66,2.82270674e+68
2.06500000e+00,1.04480437e+00,2.25280570e-02,2.06500000e+00,6.30993457e+66,4.26223229e+68
2.07000000e+00,1.04491704e+00,2.25329100e-02,2.07000000e+00,9.52787852e+66,6.43588789e+68
2.07500000e+00,1.04502973e+00,2.25377643e-02,2.07500000e+00,1.43869113e+67,9.71806558e+68
2.08000000e+00,1.04514244e+00,2.25426199e-02,2.08000000e+00,2.17239563e+67,1.46740901e+69
2.08500000e+00,1.04525518e+00,2.25474768e-02,2.08500000e+00,3.28027517e+67,2.21575907e+69
2.09000000e+00,1.04536794e+00,2.25523350e-02,2.09000000e+00,4.95315172e+67,3.34575311e+69
2.09500000e+00,1.04548072e+00,2.25571945e-02,2.09500000e+00,7.47916280e+67,5.05202214e+69
2.10000000e+00,1.04559353e+00,2.25620552e-02,2.10000000e+00,1.12933904e+68,7.62845521e+69
2.10500000e+00,1.04570637e+00,2.25669172e-02,2.10500000e+00,1.70527999e+68,1.15188190e+70
2.11000000e+00,1.04581923e+00,2.25717804e-02,2.11000000e+00,2.57493963e+68,1.73931928e+70
2.11500000e+00,1.04593211e+00,2.25766448e-02,2.11500000e+00,3.88810878e+68,2.62633829e+70
2.12000000e+00,1.04604502e+00,2.25815105e-02,2.12000000e+00,5.87096865e+68,3.96571975e+70
2.12500000e+00,1.04615795e+00,2.25863774e-02,2.12500000e+00,8.86504852e+68,5.98815972e+70
2.13000000e+00,1.04627091e+00,2.25912454e-02,2.13000000e+00,1.33860509e+69,9.04200475e+70
2.13500000e+00,1.04638389e+00,2.25961147e-02,2.13500000e+00,2.02126766e+69,1.36532514e+71
2.14000000e+00,1.04649689e+00,2.26009851e-02,2.14000000e+00,3.05207486e+69,2.06161441e+71
2.14500000e+00,1.04660992e+00,2.26058567e-02,2.14500000e+00,4.60857370e+69,3.11299767e+71
2.15000000e+00,1.04672298e+00,2.26107295e-02,2.15000000e+00,6.95885668e+69,4.70056596e+71
2.15500000e+00,1.04683605e+00,2.26156033e-02,2.15500000e+00,1.05077383e+70,7.09776320e+71
2.16000000e+00,1.04694916e+00,2.26204783e-02,2.16000000e+00,1.58664805e+70,1.07174844e+72
2.16500000e+00,1.04706228e+00,2.26253544e-02,2.16500000e+00,2.39580770e+70,1.61831931e+72
2.17000000e+00,1.04717543e+00,2.26302316e-02,2.17000000e+00,3.61762305e+70,2.44363069e+72
2.17500000e+00,1.04728861e+00,2.26351099e-02,2.17500000e+00,5.46254046e+70,3.68983483e+72
2.18000000e+00,1.04740181e+00,2.26399892e-02,2.18000000e+00,8.24832989e+70,5.57157885e+72
2.18500000e+00,1.04751503e+00,2.26448696e-02,2.18500000e+00,1.24548178e+71,8.41297573e+72
2.19000000e+00,1.04762828e+00,2.26497510e-02,2.19000000e+00,1.88065326e+71,1.27034298e+73
2.19500000e+00,1.04774156e+00,2.26546334e-02,2.19500000e+00,2.83974986e+71,1.91819320e+73
2.20000000e+00,1.04785485e+00,2.26595168e-02,2.20000000e+00,4.28796708e+71,2.89643443e+73
2.20500000e+00,1.04796818e+00,2.26644011e-02,2.20500000e+00,6.47474691e+71,4.37355967e+73
2.21000000e+00,1.04808152e+00,2.26692864e-02,2.21000000e+00,9.77674195e+71,6.60399007e+73
2.21500000e+00,1.04819489e+00,2.26741727e-02,2.21500000e+00,1.47626902e+72,9.97189660e+73
2.22000000e+00,1.04830829e+00,2.26790599e-02,2.22000000e+00,2.22913752e+72,1.50573700e+74
2.22500000e+00,1.04842171e+00,2.26839480e-02,2.22500000e+00,3.36595432e+72,2.27363359e+74
2.23000000e+00,1.04853515e+00,2.26888369e-02,2.23000000e+00,5.08252557e+72,3.43314251e+74
2.23500000e+00,1.04864862e+00,2.26937267e-02,2.23500000e+00,7.67451479e+72,5.18397844e+74
2.24000000e+00,1.04876211e+00,2.26986173e-02,2.24000000e+00,1.15883681e+73,7.82770665e+74
2.24500000e+00,1.04887563e+00,2.27035088e-02,2.24500000e+00,1.74982105e+73,1.18196848e+75
2.25000000e+00,1.04898917e+00,2.27084010e-02,2.25000000e+00,2.64219577e+73,1.78474943e+75
2.25500000e+00,1.04910274e+00,2.27132940e-02,2.25500000e+00,3.98966424e+73,2.69493694e+75
2.26000000e+00,1.04921633e+00,2.27181877e-02,2.26000000e+00,6.02431542e+73,4.06930237e+75
2.26500000e+00,1.04932995e+00,2.27230822e-02,2.26500000e+00,9.09659916e+73,6.14456746e+75
2.27000000e+00,1.04944359e+00,2.27279773e-02,2.27000000e+00,1.37356879e+74,9.27817740e+75
2.27500000e+00,1.04955725e+00,2.27328731e-02,2.27500000e+00,2.07406216e+74,1.40098675e+76
2.28000000e+00,1.04967094e+00,2.27377696e-02,2.28000000e+00,3.13179353e+74,2.11546275e+76
2.28500000e+00,1.04978465e+00,2.27426666e-02,2.28500000e+00,4.72894734e+74,3.19430762e+76
2.29000000e+00,1.04989839e+00,2.27475643e-02,2.29000000e+00,7.14061854e+74,4.82334239e+76
2.29500000e+00,1.05001215e+00,2.27524625e-02,2.29500000e+00,1.07821952e+75,7.28315323e+76
2.30000000e+00,1.05012594e+00,2.27573612e-02,2.30000000e+00,1.62809050e+75,1.09974198e+77
2.30500000e+00,1.05023975e+00,2.27622604e-02,2.30500000e+00,2.45838500e+75,1.66058900e+77
2.31000000e+00,1.05035359e+00,2.27671601e-02,2.31000000e+00,3.71211356e+75,2.50745711e+77
2.31500000e+00,1.05046745e+00,2.27720602e-02,2.31500000e+00,5.60521929e+75,3.78621147e+77
2.32000000e+00,1.05058133e+00,2.27769607e-02,2.32000000e+00,8.46377215e+75,5.71710571e+77
2.32500000e+00,1.05069524e+00,2.27818615e-02,2.32500000e+00,1.27801314e+76,8.63271846e+77
2.33000000e+00,1.05080917e+00,2.27867628e-02,2.33000000e+00,1.92977499e+76,1.30352370e+78
2.33500000e+00,1.05092313e+00,2.27916643e-02,2.33500000e+00,2.91392271e+76,1.96829545e+78
2.34000000e+00,1.05103712e+00,2.27965660e-02,2.34000000e+00,4.39996664e+76,2.97208785e+78
2.34500000e+00,1.05115112e+00,2.28014680e-02,2.34500000e+00,6.64386407e+76,4.48779487e+78
2.35000000e+00,1.05126515e+00,2.28063702e-02,2.35000000e+00,1.00321056e+77,6.77648299e+78
2.35500000e+00,1.05137921e+00,2.28112726e-02,2.35500000e+00,1.51482843e+77,1.02323576e+79
2.36000000e+00,1.05149329e+00,2.28161750e-02,2.36000000e+00,2.28736148e+77,1.54506610e+79
2.36500000e+00,1.05160740e+00,2.28210775e-02,2.36500000e+00,3.45387136e+77,2.33301976e+79
2.37000000e+00,1.05172153e+00,2.28259801e-02,2.37000000e+00,5.21527860e+77,3.52281448e+79
2.37500000e+00,1.05183568e+00,2.28308827e-02,2.37500000e+00,7.87496929e+77,5.31938137e+79
2.38000000e+00,1.05194986e+00,2.28357852e-02,2.38000000e+00,1.18910505e+78,8.03216244e+79
2.38500000e+00,1.05206406e+00,2.28406876e-02,2.38500000e+00,1.79552551e+78,1.21284091e+80
2.39000000e+00,1.05217829e+00,2.28455899e-02,2.39000000e+00,2.71120860e+78,1.83136619e+80
2.39500000e+00,1.05229254e+00,2.28504920e-02,2.39500000e+00,4.09387228e+78,2.76532734e+80
2.40000000e+00,1.05240682e+00,2.28553939e-02,2.40000000e+00,6.18166754e+78,4.17559052e+80
2.40500000e+00,1.05252112e+00,2.28602955e-02,2.40500000e+00,9.33419779e+78,6.30506050e+80
2.41000000e+00,1.05263545e+00,2.28651968e-02,2.41000000e+00,1.40944572e+79,9.52051876e+80
2.41500000e+00,1.05274980e+00,2.28700977e-02,2.41500000e+00,2.12823563e+79,1.43757982e+81
2.42000000e+00,1.05286417e+00,2.28749982e-02,2.42000000e+00,3.21359442e+79,2.17071758e+81
2.42500000e+00,1.05297857e+00,2.28798982e-02,2.42500000e+00,4.85246509e+79,3.27774134e+81
2.43000000e+00,1.05309300e+00,2.28847977e-02,2.43000000e+00,7.32712793e+79,4.94932569e+81
2.43500000e+00,1.05320745e+00,2.28896967e-02,2.43500000e+00,1.10638207e+80,7.47338556e+81
2.44000000e+00,1.05332192e+00,2.28945950e-02,2.44000000e+00,1.67061541e+80,1.12846669e+82
2.44500000e+00,1.05343642e+00,2.28994926e-02,2.44500000e+00,2.52259679e+80,1.70396276e+82
2.45000000e+00,1.05355094e+00,2.29043895e-02,2.45000000e+00,3.80907211e+80,2.57295063e+82
2.45500000e+00,1.05366549e+00,2.29092856e-02,2.45500000e+00,5.75162482e+80,3.88510543e+82
2.46000000e+00,1.05378006e+00,2.29141809e-02,2.46000000e+00,8.68484165e+80,5.86643366e+82
2.46500000e+00,1.05389465e+00,2.29190752e-02,2.46500000e+00,1.31139420e+81,8.85820076e+82
2.47000000e+00,1.05400927e+00,2.29239685e-02,2.47000000e+00,1.98017975e+81,1.33757109e+83
2.47500000e+00,1.05412392e+00,2.29288609e-02,2.47500000e+00,2.99003292e+81,2.01970634e+83
2.48000000e+00,1.05423858e+00,2.29337521e-02,2.48000000e+00,4.51489157e+81,3.04971730e+83
2.48500000e+00,1.05435328e+00,2.29386422e-02,2.48500000e+00,6.81739848e+81,4.60501383e+83
2.49000000e+00,1.05446800e+00,2.29435310e-02,2.49000000e+00,1.02941392e+82,6.95348134e+83
2.49500000e+00,1.05458274e+00,2.29484186e-02,2.49500000e+00,1.55439500e+82,1.04996216e+84
2.50000000e+00,1.05469750e+00,2.29533048e-02,2.50000000e+00,2.34710622e+82,1.58542245e+84
2.50500000e+00,1.05481229e+00,2.29581895e-02,2.50500000e+00,3.54408476e+82,2.39395707e+84
2.51000000e+00,1.05492711e+00,2.29630728e-02,2.51000000e+00,5.35149908e+82,3.61482864e+84
2.51500000e+00,1.05504195e+00,2.29679545e-02,2.51500000e+00,8.08065956e+82,5.45832095e+84
2.52000000e+00,1.05515681e+00,2.29728345e-02,2.52000000e+00,1.22016388e+83,8.24195851e+84
2.52500000e+00,1.05527170e+00,2.29777129e-02,2.52500000e+00,1.84242374e+83,1.24451971e+85
2.53000000e+00,1.05538662e+00,2.29825894e-02,2.53000000e+00,2.78202402e+83,1.87920056e+85
2.53500000e+00,1.05550155e+00,2.29874641e-02,2.53500000e+00,4.20080218e+83,2.83755631e+85
2.54000000e+00,1.05561651e+00,2.29923369e-02,2.54000000e+00,6.34312961e+83,4.28465486e+85
2.54500000e+00,1.05573150e+00,2.29972076e-02,2.54500000e+00,9.57800237e+83,6.46974553e+85
2.55000000e+00,1.05584651e+00,2.30020762e-02,2.55000000e+00,1.44625974e+84,9.76918996e+85
2.55500000e+00,1.05596155e+00,2.30069426e-02,2.55500000e+00,2.18382408e+84,1.47512869e+86
2.56000000e+00,1.05607660e+00,2.30118068e-02,2.56000000e+00,3.29753190e+84,2.22741564e+86
2.56500000e+00,1.05619169e+00,2.30166686e-02,2.56500000e+00,4.97920905e+84,3.36335430e+86
